Full name,Make,Model,Year,Category,Rating,Price as new (MSRP),Displacement,Engine type,Engine details,Power,Torque,Top speed,1/4 mile (0.4 km),0-100 km/h (0-62 mph),"60-140 km/h (37-87 mph), highest gear",Max RPM,Compression,Bore x stroke,Valves per cylinder,Fuel system,Fuel control,Ignition,Lubrication system,Cooling system,Gearbox,Transmission type,Clutch,Driveline,Fuel consumption,Greenhouse gases,Emission details,Exhaust system,Frame type,Rake (fork angle),Trail,Front suspension,Front wheel travel (mm),Rear suspension,Rear wheel travel (mm),Front tyre,Rear tyre,Front brakes,Front brakes diameter,Rear brakes,Rear brakes diameter,Wheels,Seat,Dry weight,"Weight incl. oil, gas, etc",Power/weight ratio,Front percentage of weight,Rear percentage of weight,Seat height,Alternate seat height,Overall height,Overall length,Overall width,Ground clearance,Wheelbase,Fuel capacity,Reserve fuel capacity,Oil capacity,Color options,Starter,Instruments,Electrical,Light,Carrying capacity,Factory warranty,Comments,Modifications compared to previous model,Engine oil,Oil filter,Brake fluid,Coolant,Battery,Spark plugs,Idle speed,Chain size,Chain links,Sprockets,Tire pressure front,Tire pressure rear,Fork tube size,Profilation
BMW K 100 RT,BMW,K 100 RT,1985,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,987.0 ccm (60.23 cubic inches),,"In-line four, four-stroke",90.0 HP (65.7  kW)) @ 8000 RPM,86.0 Nm (8.8 kgf-m or 63.4 ft.lbs) @ 6000 RPM,220.0 km/h (136.7 mph),,,,,10.2:1,67.0 x 70.0 mm (2.6 x 2.8 inches),2,Injection. Bosch LE-Jetronic,Double Overhead Cams/Twin Cam (DOHC),,Wet sump,Liquid,5-speed,Shaft drive (cardan)   (final drive),"Dry, single plate, cable operated",,4.30 litres/100 km (23.3 km/l or 54.70 mpg),99.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Tubular steel, open cradle with engine as stressed member",,,Telescopic forks,185 mm (7.3 inches),Single-sided swingarm,110 mm (4.3 inches),100/90-18 ,130/90-17 ,Double disc. Two-piston calipers. ,285 mm (11.2 inches),Single disc. Single-piston caliper. ,285 mm (11.2 inches),,,253.0 kg (557.8 pounds),272.0 kg (599.7 pounds),0.3557 HP/kg,,,"800 mm (31.5 inches) If adjustable, lowest setting.",,,2220 mm (87.4 inches),,175 mm (6.9 inches),1565 mm (61.6 inches),22.00 litres (5.81 US gallons),,3.80 litres (4.02 US quarts),"White, silver, red, green",Electric,,12V 25Ah battery.,,,,,,SAE 20W-50,,DOT 4,3.00 litres (0.79 US gallons),YUAM2230B,"NGK D7EA, NGK DR7EIX",950  +/- 50  RPM,,,,33 PSI (2.3 Bar or 225 kPa),36 PSI (2.5 Bar or 250 kPa),41 mm (1.6 inches),
BMW K 100 RT,BMW,K 100 RT,1984,Touring," 3.4  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,987.0 ccm (60.23 cubic inches),,"In-line four, four-stroke",90.0 HP (65.7  kW)) @ 8000 RPM,,206.0 km/h (128.0 mph),,,,,10.2:1,67.0 x 70.0 mm (2.6 x 2.8 inches),2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,272.0 kg (599.7 pounds),,,,,,,,,,,22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 LT,BMW,K 1100 LT,1997,Touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,107.0 Nm (10.9 kgf-m or 78.9 ft.lbs) @ 5500 RPM,210.0 km/h (130.5 mph),,,,,,,4,,,,,Liquid,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,268.0 kg (590.8 pounds),,0.3731 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 LT,BMW,K 1100 LT,1996,Touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,107.0 Nm (10.9 kgf-m or 78.9 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,,268.0 kg (590.8 pounds),,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 LT,BMW,K 1100 LT,1995,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,104.9 Nm (10.7 kgf-m or 77.4 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270.0 kg (595.2 pounds),,0.3704 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 LT,BMW,K 1100 LT,1994,Unspecified category," 3.4  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,104.9 Nm (10.7 kgf-m or 77.4 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270.0 kg (595.2 pounds),,0.3704 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,,,,,22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 LT,BMW,K 1100 LT,1993,Unspecified category," 3.5  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,104.9 Nm (10.7 kgf-m or 77.4 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270.0 kg (595.2 pounds),,0.3704 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,,,,,22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 LT,BMW,K 1100 LT,1992,Touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,,207.0 km/h (128.6 mph),,,,,11.0:1,70.5 x 70.0 mm (2.8 x 2.8 inches),4,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,100/80-18 ,140/80-17 ,Dual disc,,Single disc,,,,,290.0 kg (639.3 pounds),,,,,,,,,,,22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 LT High Line,BMW,K 1100 LT High Line,1998,Touring," 3.3  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,107.0 Nm (10.9 kgf-m or 78.9 ft.lbs) @ 5500 RPM,210.0 km/h (130.5 mph),,,,,,,4,,,,,Liquid,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,265.0 kg (584.2 pounds),,0.3774 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 LT Highline,BMW,K 1100 LT Highline,1997,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,107.0 Nm (10.9 kgf-m or 78.9 ft.lbs) @ 5500 RPM,210.0 km/h (130.5 mph),,,,,,,4,,,,,Liquid,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,268.0 kg (590.8 pounds),,0.3731 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 LT SE,BMW,K 1100 LT SE,1995,Touring," 3.3  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,104.9 Nm (10.7 kgf-m or 77.4 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270.0 kg (595.2 pounds),,0.3704 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,,,,,,,,,Electric,,,,,,"The K 1100 LT SE is basically the same as the K 1100 LT, but includes a few luxury devices.",,,,,,,,,,,,,,,
BMW K 1100 LT SE,BMW,K 1100 LT SE,1994,Unspecified category," 3.5  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,104.9 Nm (10.7 kgf-m or 77.4 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270.0 kg (595.2 pounds),,0.3704 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,,,,,22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 RS,BMW,K 1100 RS,1997,Sport touring," 3.4  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",101.0 HP (73.7  kW)) @ 7500 RPM,107.0 Nm (10.9 kgf-m or 78.9 ft.lbs) @ 5500 RPM,210.0 km/h (130.5 mph),,,,,,,4,,,,,Liquid,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,256.0 kg (564.4 pounds),,0.3945 HP/kg,,,"800 mm (31.5 inches) If adjustable, lowest setting.",,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 RS,BMW,K 1100 RS,1996,Sport touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,107.0 Nm (10.9 kgf-m or 78.9 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,,268.0 kg (590.8 pounds),,,,"800 mm (31.5 inches) If adjustable, lowest setting.",,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 RS,BMW,K 1100 RS,1995,Sport touring," 3.5  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,104.9 Nm (10.7 kgf-m or 77.4 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,248.0 kg (546.7 pounds),,0.4032 HP/kg,,,"800 mm (31.5 inches) If adjustable, lowest setting.",,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 RS,BMW,K 1100 RS,1994,Unspecified category," 3.7  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,104.9 Nm (10.7 kgf-m or 77.4 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,248.0 kg (546.7 pounds),,0.4032 HP/kg,,,"800 mm (31.5 inches) If adjustable, lowest setting.",,,,,,,22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1100 RS,BMW,K 1100 RS,1993,Unspecified category," 3.6  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",,1092.0 ccm (66.63 cubic inches),,"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,104.9 Nm (10.7 kgf-m or 77.4 ft.lbs) @ 5500 RPM,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,248.0 kg (546.7 pounds),,0.4032 HP/kg,,,"800 mm (31.5 inches) If adjustable, lowest setting.",,,,,,,22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 GT,BMW,K 1200 GT,2008,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1157.0 ccm (70.60 cubic inches),,"In-line four, four-stroke",150.2 HP (109.6  kW)) @ 9500 RPM,130.0 Nm (13.3 kgf-m or 95.9 ft.lbs) @ 7750 RPM,,,,,,13.0:1,79.0 x 59.0 mm (3.1 x 2.3 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,4.80 litres/100 km (20.8 km/l or 49.00 mpg),111.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridge-type frame, cast aluminium, load-bearing engine",29.2&deg;,120 mm (4.7 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-17 ,180/55-17 ,Double disc. ABS,320 mm (12.6 inches),Single disc. ABS,294 mm (11.6 inches),,,249.0 kg (549.0 pounds),282.0 kg (621.7 pounds),0.6032 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,,2318 mm (91.3 inches),965 mm (38.0 inches),,1572 mm (61.9 inches),24.00 litres (6.34 US gallons),2.00 litres (0.53 US gallons),,,Electric,,,,,,,,,,,,,,,,,,,,,"For some motorcyclists, long distances and dynamic performance go together like innovation and quality when they have a passion for a supreme touring experience."
BMW K 1200 GT,BMW,K 1200 GT,2005,Touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",128.7 HP (94.0  kW)) @ 8750 RPM,117.0 Nm (11.9 kgf-m or 86.3 ft.lbs) @ 6750 RPM,200.0 km/h (124.3 mph),,,,,11.5:1,70.5 x 75.0 mm (2.8 x 3.0 inches),4,"Injection.  Electronic intake pipe injection / BMW engine management, Motronic MA 2.4 with overrun fuel cut-off",Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Single-disc dry clutch, hydraulically operated",,,,,,"Bridging frame consisting of die-cast aluminium, engine decoupled from vibration through bearings",27.3&deg;,124 mm (4.9 inches),BMW Motorrad Telelever,35 mm (1.4 inches),Die-cast aluminium single-sided swinging arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc,320 mm (12.6 inches),Single disc,285 mm (11.2 inches),,,281.0 kg (619.5 pounds),300.0 kg (661.4 pounds),0.4581 HP/kg,,,"790 mm (31.1 inches) If adjustable, lowest setting.",,1340 mm (52.8 inches),2250 mm (88.6 inches),920 mm (36.2 inches),,1550 mm (61.0 inches),20.50 litres (5.42 US gallons),,,,Electric,,,,,,ABS brakes.,,,,,,,,,,,,,,,"Every trip has its own dynamic appeal. Wherever your passion takes you and whatever route you take, the main goal is always the same: maximum touring pleasure. We have designed a fascinating engine to give wings to your travel lust. "
BMW K 1200 GT,BMW,K 1200 GT,2004,Sport touring," 3.8  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",130.0 HP (94.9  kW)) @ 8750 RPM,117.0 Nm (11.9 kgf-m or 86.3 ft.lbs) @ 6750 RPM,,,,,,11.5:1,70.5 x 75.0 mm (2.8 x 3.0 inches),4,Injection,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),,,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridging frame consisting of die-cast aluminium, engine decoupled from vibration through bearings.",27.3&deg;,,"BMW Motorrad Telelever; stanchion diameter 35 mm, central strut.",115 mm (4.5 inches),"Die-cast aluminium single-sided swing arm with BMW Motorrad Paralever; central strut, spring preload adjustable to continuously variable levels by means of hydraulic handwheel, rebound damping adjustable.",150 mm (5.9 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc,320 mm (12.6 inches),Single disc,285 mm (11.2 inches),,,281.0 kg (619.5 pounds),,0.4626 HP/kg,,,"790 mm (31.1 inches) If adjustable, lowest setting.","820 mm (32.3 inches) If adjustable, highest setting.",1340 mm (52.8 inches),2260 mm (89.0 inches),920 mm (36.2 inches),,1555 mm (61.2 inches),20.50 litres (5.42 US gallons),4.00 litres (1.06 US gallons),,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 GT,BMW,K 1200 GT,2003,Sport touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1130.0 ccm (68.95 cubic inches),,"Two cylinder boxer, four-stroke",85.0 HP (62.0  kW)) @ 7000 RPM,97.6 Nm (10.0 kgf-m or 72.0 ft.lbs) @ 5500 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0 kg (549.0 pounds),,0.3414 HP/kg,,,"840 mm (33.1 inches) If adjustable, lowest setting.",,,,,,1509 mm (59.4 inches),22.00 litres (5.81 US gallons),,,"Blue, Gray/Green",,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 LT,BMW,K 1200 LT,2011,Touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.","US$ 21700.   MSRP depends on country, taxes, accessories, etc.",1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",116.0 HP (84.7  kW)) @ 8000 RPM,120.0 Nm (12.2 kgf-m or 88.5 ft.lbs) @ 5250 RPM,200.0 km/h (124.3 mph),,,,,,70.5 x 75.0 mm (2.8 x 3.0 inches),4,"Injection. Electronic intake pipe injection/BMW engine management, Motronic MA 2.4 with overrun fuel cut-off",Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan)   (final drive),"Single dry plate clutch, hydraulically operated",,4.30 litres/100 km (23.3 km/l or 54.70 mpg),99.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type frame, cast aluminium, engine with vibration-decoupled mountings",27.0&deg;,117 mm (4.6 inches),BMW Motorrad Telelever,102 mm (4.0 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,130 mm (5.1 inches),120/70-ZR17 ,160/70-ZR17 ,"Double disc. ABS, 4-piston fixed calipers",320 mm (12.6 inches),Single disc. Four-piston fixed caliper,285 mm (11.2 inches),Cast aluminium,,353.5 kg (779.3 pounds),,0.3281 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",1240 mm (48.8 inches),2502 mm (98.5 inches),,,1627 mm (64.1 inches),24.00 litres (6.34 US gallons),,,Night Black,Electric,,"12 V / 19 Ah, maintenance-free battery",,,,,,,,,,,,,,,,,,,"Engineered for high-performance hauls over endless lengths of road, the K 1200 LT offers one of the smoothest, most comfortable rides imaginable."
BMW K 1200 LT,BMW,K 1200 LT,2010,Touring," 3.5  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.","US$ 21700.   MSRP depends on country, taxes, accessories, etc.",1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",116.0 HP (84.7  kW)) @ 8000 RPM,120.0 Nm (12.2 kgf-m or 88.5 ft.lbs) @ 5250 RPM,200.0 km/h (124.3 mph),,,,,10.8:1,70.5 x 75.0 mm (2.8 x 3.0 inches),4,"Injection. Electronic intake pipe injection/BMW engine management, Motronic MA 2.4 with overrun fuel cut-off",Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan)   (final drive),"Single dry plate clutch, hydraulically operated",,4.30 litres/100 km (23.3 km/l or 54.70 mpg),99.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,,"Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type frame, cast aluminium, engine with vibration-decoupled mountings",27.0&deg;,117 mm (4.6 inches),BMW Motorrad Telelever,102 mm (4.0 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,130 mm (5.1 inches),120/70-ZR17 ,160/70-ZR17 ,Double disc. ABS,320 mm (12.6 inches),Single disc. ABS,285 mm (11.2 inches),,,353.5 kg (779.3 pounds),387.0 kg (853.2 pounds),0.3281 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",1240 mm (48.8 inches),2502 mm (98.5 inches),,,1627 mm (64.1 inches),24.00 litres (6.34 US gallons),,,Black,,,,,,,,,,,,,,,,,,,,,,"Among the forty-four standard features included on the dynamically modified K 1200 LT are a higher output engine, a modified gearbox, chrome package, a redesigned instrument panel and seats, a new paint finishes, and an electro-hydraulic center stand."
BMW K 1200 LT,BMW,K 1200 LT,2009,Touring," 3.9  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",116.0 HP (84.7  kW)) @ 8000 RPM,120.0 Nm (12.2 kgf-m or 88.5 ft.lbs) @ 5250 RPM,200.0 km/h (124.3 mph),,,,,10.8:1,70.5 x 75.0 mm (2.8 x 3.0 inches),4,"Injection. Electronic intake pipe injection/BMW engine management, Motronic MA 2.4 with overrun fuel cut-off",Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan)   (final drive),"Single dry plate clutch, hydraulically operated",,4.30 litres/100 km (23.3 km/l or 54.70 mpg),99.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,,"Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type frame, cast aluminium, engine with vibration-decoupled mountings",27.0&deg;,117 mm (4.6 inches),BMW Motorrad Telelever,102 mm (4.0 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,130 mm (5.1 inches),120/70-ZR17 ,160/70-ZR17 ,Double disc. ABS,320 mm (12.6 inches),Single disc. ABS,285 mm (11.2 inches),,,353.5 kg (779.3 pounds),387.0 kg (853.2 pounds),0.3281 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",1240 mm (48.8 inches),2502 mm (98.5 inches),1080 mm (42.5 inches),,1627 mm (64.1 inches),24.00 litres (6.34 US gallons),2.00 litres (0.53 US gallons),,Night black,Electric,,,,,,,,,,,,,,,,,,,,,"With 116 bhp and 120 Nm torque, this engine provides a level of power which deals supremely with any situation that comes its way. And the chassis beneath this technological marvel easily handles the smooth, supple power delivery."
BMW K 1200 LT,BMW,K 1200 LT,2008,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",114.0 HP (83.2  kW)) @ 8000 RPM,120.0 Nm (12.2 kgf-m or 88.5 ft.lbs) @ 5250 RPM,,,,,,10.8:1,70.5 x 75.0 mm (2.8 x 3.0 inches),4,"Injection. Electronic intake pipe injection/BMW engine management, Motronic MA 2.4 with overrun fuel cut-off",,,,Liquid,5-speed,Shaft drive (cardan)   (final drive),"Single dry plate clutch, hydraulically operated",,4.30 litres/100 km (23.3 km/l or 54.70 mpg),99.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridge-type frame, cast aluminium, engine with vibration-decoupled mountings",27.0&deg;,117 mm (4.6 inches),BMW Motorrad Telelever,102 mm (4.0 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,130 mm (5.1 inches),120/70-17 ,160/70-17 ,Double disc. ABS,320 mm (12.6 inches),Single disc. ABS,285 mm (11.2 inches),,,353.5 kg (779.3 pounds),387.0 kg (853.2 pounds),0.3224 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.",,1240 mm (48.8 inches),2502 mm (98.5 inches),1080 mm (42.5 inches),,1627 mm (64.1 inches),24.00 litres (6.34 US gallons),2.00 litres (0.53 US gallons),,,Electric,,,,,,,,,,,,,,,,,,,,,"Two-wheel travel with everything you need in terms of equipment and comfort ñ everything about this luxury touring bike is top class. The technology is state-of-the-art, the comfort is premium: the BMW K 1200 LT simply has everything you need for relaxed, powerful touring ñ whether alone or with a companion. "
BMW K 1200 LT,BMW,K 1200 LT,2006,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",114.0 HP (83.2  kW)) @ 8000 RPM,120.0 Nm (12.2 kgf-m or 88.5 ft.lbs) @ 5250 RPM,,,,,,10.8:1,70.5 x 75.0 mm (2.8 x 3.0 inches),4,"Injection.  Electronic intake pipe injection / BMW engine management, Motronic MA 2.4 with overrun fuel cut-off",,,,Liquid,5-speed,Shaft drive (cardan)   (final drive),"Single-disc dry clutch, hydraulically operated",,4.30 litres/100 km (23.3 km/l or 54.70 mpg),99.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridge-type frame, die-cast aluminium, engine decoupled from vibrations through bearings",27.0&deg;,117 mm (4.6 inches),BMW Motorrad Telelever,35 mm (1.4 inches),Die-cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,160/70-ZR17 ,Double disc,320 mm (12.6 inches),Single disc,285 mm (11.2 inches),,,353.5 kg (779.3 pounds),387.0 kg (853.2 pounds),0.3224 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.",,1395 mm (54.9 inches),2502 mm (98.5 inches),1080 mm (42.5 inches),,1637 mm (64.4 inches),24.00 litres (6.34 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,"The latest generation of the luxury tourer BMW K 1200 LT perfectly fulfils your dream of dynamic travel. Its technology is state-of-the-art, its comfort is first class and it has everything for relaxed, powerful touring - whether on your own or with a passenger. "
